movie,return_ratio,year,tconst,genres,studio,averagerating,numvotes
Anna Karenina,0.7106325306122449,2012,tt1781769,Drama,Focus,6.6,84668
Anna Karenina,0.7106325306122449,2012,tt1781769,Romance,Focus,6.6,84668
Instant Family,2.8979046875,2018,tt7401588,Comedy,Par.,7.4,46728
Instant Family,2.8979046875,2018,tt7401588,Drama,Par.,7.4,46728
Tooth Fairy,2.596513375,2010,tt0808510,Comedy,Fox,5.0,37939
Tooth Fairy,2.596513375,2010,tt0808510,Family,Fox,5.0,37939
Tooth Fairy,2.596513375,2010,tt0808510,Fantasy,Fox,5.0,37939
The Infiltrator,-0.23884395789473684,2016,tt1355631,Biography,BG,7.0,61547
The Infiltrator,-0.23884395789473684,2016,tt1355631,Crime,BG,7.0,61547
The Infiltrator,-0.23884395789473684,2016,tt1355631,Drama,BG,7.0,61547
Arrival,5.461149638297872,2016,tt2543164,Drama,Par.,7.9,515483
Arrival,5.461149638297872,2016,tt2543164,Mystery,Par.,7.9,515483
Arrival,5.461149638297872,2016,tt2543164,Sci-Fi,Par.,7.9,515483
Jonah Hex,-0.5410678085106383,2010,tt1075747,Action,WB,4.7,51860
Jonah Hex,-0.5410678085106383,2010,tt1075747,Drama,WB,4.7,51860
Jonah Hex,-0.5410678085106383,2010,tt1075747,Fantasy,WB,4.7,51860
Prisoners,2.7914044347826086,2013,tt1392214,Crime,WB,8.1,526273
Prisoners,2.7914044347826086,2013,tt1392214,Drama,WB,8.1,526273
Prisoners,2.7914044347826086,2013,tt1392214,Mystery,WB,8.1,526273
Taken 2,10.503593133333334,2012,tt1397280,Action,Fox,6.3,273106
Taken 2,10.503593133333334,2012,tt1397280,Thriller,Fox,6.3,273106
Pitch Perfect 3,5.4585320444444445,2017,tt4765284,Comedy,Uni.,5.8,45127
Pitch Perfect 3,5.4585320444444445,2017,tt4765284,Music,Uni.,5.8,45127
The Muppets,4.5466187555555555,2011,tt1204342,Adventure,BV,7.1,82752
The Muppets,4.5466187555555555,2011,tt1204342,Comedy,BV,7.1,82752
The Muppets,4.5466187555555555,2011,tt1204342,Family,BV,7.1,82752
The Bounty Hunter,3.508223666666667,2010,tt1038919,Action,Sony,5.6,112444
The Bounty Hunter,3.508223666666667,2010,tt1038919,Comedy,Sony,5.6,112444
The Bounty Hunter,3.508223666666667,2010,tt1038919,Romance,Sony,5.6,112444
Office Christmas Party,2.2464620666666666,2016,tt1711525,Comedy,Par.,5.8,59253
Blended,2.872921822222222,2014,tt1086772,Comedy,WB,6.5,106491
Blended,2.872921822222222,2014,tt1086772,Romance,WB,6.5,106491
All Eyez on Me,1.2177590444444444,2017,tt1666185,Biography,LG/S,5.8,18541
All Eyez on Me,1.2177590444444444,2017,tt1666185,Drama,LG/S,5.8,18541
All Eyez on Me,1.2177590444444444,2017,tt1666185,Music,LG/S,5.8,18541
The Ghost Writer,0.8016453333333333,2010,tt1139328,Drama,Sum.,7.2,148274
The Ghost Writer,0.8016453333333333,2010,tt1139328,Mystery,Sum.,7.2,148274
The Ghost Writer,0.8016453333333333,2010,tt1139328,Thriller,Sum.,7.2,148274
Dredd,0.21960711111111111,2012,tt1343727,Action,LGF,7.1,234616
Dredd,0.21960711111111111,2012,tt1343727,Crime,LGF,7.1,234616
Dredd,0.21960711111111111,2012,tt1343727,Sci-Fi,LGF,7.1,234616
The Rum Diary,-0.22989895555555556,2011,tt0376136,Comedy,FD,6.2,94787
The Rum Diary,-0.22989895555555556,2011,tt0376136,Drama,FD,6.2,94787
Welcome to Marwen,-0.4747012888888889,2018,tt3289724,Biography,Uni.,6.1,8920
Welcome to Marwen,-0.4747012888888889,2018,tt3289724,Comedy,Uni.,6.1,8920
Welcome to Marwen,-0.4747012888888889,2018,tt3289724,Drama,Uni.,6.1,8920
Johnny English Reborn,2.845491377777778,2011,tt1634122,Action,Uni.,6.3,110824
Johnny English Reborn,2.845491377777778,2011,tt1634122,Adventure,Uni.,6.3,110824
Johnny English Reborn,2.845491377777778,2011,tt1634122,Comedy,Uni.,6.3,110824
Argo,7.161039550561798,2012,tt1024648,Biography,WB,7.7,534683
Argo,7.161039550561798,2012,tt1024648,Drama,WB,7.7,534683
Argo,7.161039550561798,2012,tt1024648,Thriller,WB,7.7,534683
Charlie St. Cloud,0.8110078863636364,2010,tt1438254,Drama,Uni.,6.5,55016
Charlie St. Cloud,0.8110078863636364,2010,tt1438254,Fantasy,Uni.,6.5,55016
Charlie St. Cloud,0.8110078863636364,2010,tt1438254,Romance,Uni.,6.5,55016
The Heat,8.053706069767442,2013,tt2404463,Action,Fox,6.6,153501
The Heat,8.053706069767442,2013,tt2404463,Comedy,Fox,6.6,153501
The Heat,8.053706069767442,2013,tt2404463,Crime,Fox,6.6,153501
The Mechanic,1.4816209647058824,2011,tt0472399,Action,CBS,6.6,141254
The Mechanic,1.4816209647058824,2011,tt0472399,Crime,CBS,6.6,141254
The Mechanic,1.4816209647058824,2011,tt0472399,Thriller,CBS,6.6,141254
21 Jump Street,7.1252403809523805,2012,tt1232829,Action,Sony,7.2,477771
21 Jump Street,7.1252403809523805,2012,tt1232829,Comedy,Sony,7.2,477771
21 Jump Street,7.1252403809523805,2012,tt1232829,Crime,Sony,7.2,477771
Snatched,1.4691513095238096,2017,tt2334871,Action,Fox,4.5,29997
Snatched,1.4691513095238096,2017,tt2334871,Adventure,Fox,4.5,29997
Snatched,1.4691513095238096,2017,tt2334871,Comedy,Fox,4.5,29997
Here Comes the Boom,1.8221327619047618,2012,tt1648179,Action,Sony,6.4,81761
Here Comes the Boom,1.8221327619047618,2012,tt1648179,Comedy,Sony,6.4,81761
Here Comes the Boom,1.8221327619047618,2012,tt1648179,Sport,Sony,6.4,81761
Red Riding Hood,2.0795381904761903,2011,tt1486185,Fantasy,WB,5.5,102369
Red Riding Hood,2.0795381904761903,2011,tt1486185,Horror,WB,5.5,102369
Red Riding Hood,2.0795381904761903,2011,tt1486185,Mystery,WB,5.5,102369
Man on a Ledge,0.6247961904761905,2012,tt1568338,Action,LG/S,6.6,137507
Man on a Ledge,0.6247961904761905,2012,tt1568338,Adventure,LG/S,6.6,137507
Man on a Ledge,0.6247961904761905,2012,tt1568338,Crime,LG/S,6.6,137507
The Warrior's Way,-0.6623651190476191,2010,tt1032751,Action,Rela.,6.3,24271
The Warrior's Way,-0.6623651190476191,2010,tt1032751,Fantasy,Rela.,6.3,24271
The Warrior's Way,-0.6623651190476191,2010,tt1032751,Western,Rela.,6.3,24271
The Big Year,-0.6368619024390244,2011,tt1053810,Comedy,Fox,6.2,39522
The Karate Kid,12.2091639,2010,tt1155076,Action,Sony,6.2,146401
The Karate Kid,12.2091639,2010,tt1155076,Drama,Sony,6.2,146401
The Karate Kid,12.2091639,2010,tt1155076,Family,Sony,6.2,146401
Fifty Shades of Grey,17.429133275,2015,tt2322441,Drama,Uni.,4.1,279126
Fifty Shades of Grey,17.429133275,2015,tt2322441,Romance,Uni.,4.1,279126
Fifty Shades of Grey,17.429133275,2015,tt2322441,Thriller,Uni.,4.1,279126
American Hustle,9.199902525,2013,tt1800241,Crime,Sony,7.2,418221
American Hustle,9.199902525,2013,tt1800241,Drama,Sony,7.2,418221
Lucy,13.6020434,2014,tt2872732,Action,Uni.,6.4,403194
Lucy,13.6020434,2014,tt2872732,Sci-Fi,Uni.,6.4,403194
Lucy,13.6020434,2014,tt2872732,Thriller,Uni.,6.4,403194
Lone Survivor,5.872505825,2013,tt1091191,Action,Uni.,7.5,246641
Lone Survivor,5.872505825,2013,tt1091191,Biography,Uni.,7.5,246641
Lone Survivor,5.872505825,2013,tt1091191,Drama,Uni.,7.5,246641
The Social Network,7.047120725,2010,tt1285016,Biography,Sony,7.7,568578
The Social Network,7.047120725,2010,tt1285016,Drama,Sony,7.7,568578
Ride Along 2,4.392250025,2016,tt2869728,Action,Uni.,5.9,48688
Ride Along 2,4.392250025,2016,tt2869728,Comedy,Uni.,5.9,48688
Ride Along 2,4.392250025,2016,tt2869728,Crime,Uni.,5.9,48688
Get Hard,3.92307265,2015,tt2561572,Comedy,WB,6.0,111187
Get Hard,3.92307265,2015,tt2561572,Crime,WB,6.0,111187
The Accountant,4.9805532,2016,tt2140479,Action,WB,7.3,233022
The Accountant,4.9805532,2016,tt2140479,Crime,WB,7.3,233022
The Accountant,4.9805532,2016,tt2140479,Drama,WB,7.3,233022
Dumb and Dumber To,5.06904005,2014,tt2096672,Adventure,Uni.,5.6,118646
Dumb and Dumber To,5.06904005,2014,tt2096672,Comedy,Uni.,5.6,118646
The Intern,5.82200955,2015,tt2361509,Comedy,WB,7.1,191494
The Intern,5.82200955,2015,tt2361509,Drama,WB,7.1,191494
Bridge of Spies,4.8703023,2015,tt3682448,Drama,BV,7.6,263004
Bridge of Spies,4.8703023,2015,tt3682448,History,BV,7.6,263004
Bridge of Spies,4.8703023,2015,tt3682448,Thriller,BV,7.6,263004
Hacksaw Ridge,4.902857425,2016,tt2119532,Biography,LGF,8.1,366904
Hacksaw Ridge,4.902857425,2016,tt2119532,Drama,LGF,8.1,366904
Hacksaw Ridge,4.902857425,2016,tt2119532,History,LGF,8.1,366904
Unknown,3.995237,2011,tt1401152,Action,WB,6.9,235167
Unknown,3.995237,2011,tt1401152,Mystery,WB,6.9,235167
Unknown,3.995237,2011,tt1401152,Thriller,WB,6.9,235167
Get Him to the Greek,2.815235025,2010,tt1226229,Adventure,Uni.,6.4,161653
Get Him to the Greek,2.815235025,2010,tt1226229,Comedy,Uni.,6.4,161653
Get Him to the Greek,2.815235025,2010,tt1226229,Music,Uni.,6.4,161653
The Lincoln Lawyer,2.62885715,2011,tt1189340,Crime,LGF,7.3,196109
The Lincoln Lawyer,2.62885715,2011,tt1189340,Drama,LGF,7.3,196109
The Lincoln Lawyer,2.62885715,2011,tt1189340,Thriller,LGF,7.3,196109
Horrible Bosses 2,3.00976785,2014,tt2170439,Comedy,WB,6.3,144442
Horrible Bosses 2,3.00976785,2014,tt2170439,Crime,WB,6.3,144442
Predators,3.480876925,2010,tt1424381,Action,Fox,6.4,199764
Predators,3.480876925,2010,tt1424381,Adventure,Fox,6.4,199764
Predators,3.480876925,2010,tt1424381,Sci-Fi,Fox,6.4,199764
The Odd Life of Timothy Green,1.677565225,2012,tt1462769,Comedy,BV,6.6,42770
The Odd Life of Timothy Green,1.677565225,2012,tt1462769,Drama,BV,6.6,42770
The Odd Life of Timothy Green,1.677565225,2012,tt1462769,Family,BV,6.6,42770
Jersey Boys,1.808243625,2014,tt1742044,Biography,WB,6.8,30410
Jersey Boys,1.808243625,2014,tt1742044,Drama,WB,6.8,30410
Jersey Boys,1.808243625,2014,tt1742044,Music,WB,6.8,30410
Final Destination 5,3.9399702,2011,tt1622979,Horror,WB (NL),5.9,98061
Widows,1.906718,2018,tt4218572,Crime,Fox,7.0,61615
Widows,1.906718,2018,tt4218572,Drama,Fox,7.0,61615
Widows,1.906718,2018,tt4218572,Thriller,Fox,7.0,61615
Sex Tape,3.11532455,2014,tt1956620,Comedy,Sony,5.1,100520
Sex Tape,3.11532455,2014,tt1956620,Romance,Sony,5.1,100520
Scream 4,2.35426295,2011,tt1262416,Horror,W/Dim.,6.2,118779
Scream 4,2.35426295,2011,tt1262416,Mystery,W/Dim.,6.2,118779
Paul,2.464376275,2011,tt1092026,Adventure,Uni.,7.0,220567
Paul,2.464376275,2011,tt1092026,Comedy,Uni.,7.0,220567
Paul,2.464376275,2011,tt1092026,Sci-Fi,Uni.,7.0,220567
The Guilt Trip,0.960722225,2012,tt1694020,Comedy,Par.,5.8,33702
The Guilt Trip,0.960722225,2012,tt1694020,Drama,Par.,5.8,33702
Colombiana,1.7240279,2011,tt1657507,Action,TriS,6.4,87659
Colombiana,1.7240279,2011,tt1657507,Drama,TriS,6.4,87659
Colombiana,1.7240279,2011,tt1657507,Thriller,TriS,6.4,87659
The Commuter,2.458232225,2018,tt1590193,Action,LGF,6.3,83114
The Commuter,2.458232225,2018,tt1590193,Mystery,LGF,6.3,83114
The Commuter,2.458232225,2018,tt1590193,Thriller,LGF,6.3,83114
Patriots Day,1.11810875,2016,tt4572514,Action,LGF,7.4,76204
Patriots Day,1.11810875,2016,tt4572514,Crime,LGF,7.4,76204
Patriots Day,1.11810875,2016,tt4572514,Drama,LGF,7.4,76204
Morning Glory,1.27017005,2010,tt1126618,Comedy,Par.,6.5,67367
Morning Glory,1.27017005,2010,tt1126618,Drama,Par.,6.5,67367
Morning Glory,1.27017005,2010,tt1126618,Romance,Par.,6.5,67367
Grudge Match,1.490363,2013,tt1661382,Comedy,WB,6.4,54080
Grudge Match,1.490363,2013,tt1661382,Drama,WB,6.4,54080
Grudge Match,1.490363,2013,tt1661382,Sport,WB,6.4,54080
The Nut Job 2: Nutty by Nature,1.145222775,2017,tt3486626,Adventure,ORF,5.5,4820
The Nut Job 2: Nutty by Nature,1.145222775,2017,tt3486626,Animation,ORF,5.5,4820
The Nut Job 2: Nutty by Nature,1.145222775,2017,tt3486626,Comedy,ORF,5.5,4820
The House,0.419423225,2017,tt4481514,Comedy,WB (NL),5.6,33365
The House,0.419423225,2017,tt4481514,Crime,WB (NL),5.6,33365
Season of the Witch,1.8988457,2011,tt0479997,Action,Rela.,5.4,85777
Season of the Witch,1.8988457,2011,tt0479997,Adventure,Rela.,5.4,85777
Season of the Witch,1.8988457,2011,tt0479997,Fantasy,Rela.,5.4,85777
Mechanic: Resurrection,2.273931075,2016,tt3522806,Action,LG/S,5.7,67275
Mechanic: Resurrection,2.273931075,2016,tt3522806,Adventure,LG/S,5.7,67275
Mechanic: Resurrection,2.273931075,2016,tt3522806,Thriller,LG/S,5.7,67275
Big Miracle,0.1356495,2012,tt1430615,Biography,Uni.,6.5,17585
Big Miracle,0.1356495,2012,tt1430615,Drama,Uni.,6.5,17585
Big Miracle,0.1356495,2012,tt1430615,Family,Uni.,6.5,17585
A Thousand Words,-0.018984675,2012,tt0763831,Comedy,P/DW,5.9,36387
A Thousand Words,-0.018984675,2012,tt0763831,Drama,P/DW,5.9,36387
The Gunman,-0.2685256,2015,tt2515034,Action,ORF,5.8,36053
The Gunman,-0.2685256,2015,tt2515034,Crime,ORF,5.8,36053
The Gunman,-0.2685256,2015,tt2515034,Drama,ORF,5.8,36053
Paranoia,-0.406764475,2013,tt1413495,Drama,Rela.,5.7,33149
Paranoia,-0.406764475,2013,tt1413495,Thriller,Rela.,5.7,33149
The Hurricane Heist,-0.0730123,2018,tt5360952,Action,ENTMP,5.1,15326
The Hurricane Heist,-0.0730123,2018,tt5360952,Adventure,ENTMP,5.1,15326
The Hurricane Heist,-0.0730123,2018,tt5360952,Crime,ENTMP,5.1,15326
Victor Frankenstein,-0.077513925,2015,tt1976009,Drama,Fox,6.0,47492
Victor Frankenstein,-0.077513925,2015,tt1976009,Horror,Fox,6.0,47492
Victor Frankenstein,-0.077513925,2015,tt1976009,Sci-Fi,Fox,6.0,47492
Frankenweenie,1.9856045128205129,2012,tt1142977,Animation,BV,7.0,89489
Frankenweenie,1.9856045128205129,2012,tt1142977,Comedy,BV,7.0,89489
Frankenweenie,1.9856045128205129,2012,tt1142977,Family,BV,7.0,89489
Captain Underpants: The First Epic Movie,4.276286157894737,2017,tt2091256,Action,Fox,6.2,21903
Captain Underpants: The First Epic Movie,4.276286157894737,2017,tt2091256,Animation,Fox,6.2,21903
Captain Underpants: The First Epic Movie,4.276286157894737,2017,tt2091256,Comedy,Fox,6.2,21903
Paul Blart: Mall Cop 2,3.7037431578947366,2015,tt3450650,Action,Sony,4.4,30828
Paul Blart: Mall Cop 2,3.7037431578947366,2015,tt3450650,Comedy,Sony,4.4,30828
Paul Blart: Mall Cop 2,3.7037431578947366,2015,tt3450650,Crime,Sony,4.4,30828
Why Him?,3.677603736842105,2016,tt4501244,Comedy,Fox,6.2,89628
Water for Elephants,3.6189324736842106,2011,tt1067583,Drama,Fox,6.9,105812
Water for Elephants,3.6189324736842106,2011,tt1067583,Romance,Fox,6.9,105812
Life as We Know It,3.1911188947368423,2010,tt1055292,Comedy,WB,6.6,113077
Life as We Know It,3.1911188947368423,2010,tt1055292,Drama,WB,6.6,113077
Life as We Know It,3.1911188947368423,2010,tt1055292,Romance,WB,6.6,113077
Riddick,2.599707710526316,2013,tt1411250,Action,Uni.,6.4,144821
Riddick,2.599707710526316,2013,tt1411250,Adventure,Uni.,6.4,144821
Riddick,2.599707710526316,2013,tt1411250,Sci-Fi,Uni.,6.4,144821
The 5th Wave,2.8486678947368422,2016,tt2304933,Action,Sony,5.2,90788
The 5th Wave,2.8486678947368422,2016,tt2304933,Adventure,Sony,5.2,90788
The 5th Wave,2.8486678947368422,2016,tt2304933,Drama,Sony,5.2,90788
What to Expect When You're Expecting,2.4566725066666666,2012,tt1586265,Comedy,LGF,5.7,65890
What to Expect When You're Expecting,2.4566725066666666,2012,tt1586265,Drama,LGF,5.7,65890
What to Expect When You're Expecting,2.4566725066666666,2012,tt1586265,Romance,LGF,5.7,65890
The Master,0.7838553333333333,2012,tt1560747,Drama,Wein.,7.1,131365
We're the Millers,10.302983648648649,2013,tt1723121,Comedy,WB (NL),7.0,371759
We're the Millers,10.302983648648649,2013,tt1723121,Crime,WB (NL),7.0,371759
Creed,6.657707081081081,2015,tt3076658,Drama,WB (NL),7.6,224671
Creed,6.657707081081081,2015,tt3076658,Sport,WB (NL),7.6,224671
The Town,5.614949810810811,2010,tt0840361,Crime,WB,7.6,322524
The Town,5.614949810810811,2010,tt0840361,Drama,WB,7.6,322524
The Town,5.614949810810811,2010,tt0840361,Thriller,WB,7.6,322524
Dolphin Tale,3.5501487297297296,2011,tt1564349,Drama,WB,6.9,20746
Dolphin Tale,3.5501487297297296,2011,tt1564349,Family,WB,6.9,20746
Game Night,4.042085135135135,2018,tt2704998,Action,WB (NL),7.0,163279
Game Night,4.042085135135135,2018,tt2704998,Comedy,WB (NL),7.0,163279
Game Night,4.042085135135135,2018,tt2704998,Crime,WB (NL),7.0,163279
Cop Out,1.7239294864864865,2010,tt1385867,Action,WB,5.6,81656
Cop Out,1.7239294864864865,2010,tt1385867,Comedy,WB,5.6,81656
Cop Out,1.7239294864864865,2010,tt1385867,Crime,WB,5.6,81656
The Rite,2.5186924324324322,2011,tt1161864,Drama,WB (NL),6.0,85604
The Rite,2.5186924324324322,2011,tt1161864,Horror,WB (NL),6.0,85604
The Rite,2.5186924324324322,2011,tt1161864,Mystery,WB (NL),6.0,85604
Aloha,0.2551113783783784,2015,tt1243974,Comedy,Sony,5.4,54646
Aloha,0.2551113783783784,2015,tt1243974,Drama,Sony,5.4,54646
Aloha,0.2551113783783784,2015,tt1243974,Romance,Sony,5.4,54646
Hot Tub Time Machine,2.2288224722222223,2010,tt1231587,Comedy,MGM,6.4,153962
Hot Tub Time Machine,2.2288224722222223,2010,tt1231587,Sci-Fi,MGM,6.4,153962
Dolphin Tale 2,1.7735851666666667,2014,tt2978462,Drama,WB,6.4,7579
Dolphin Tale 2,1.7735851666666667,2014,tt2978462,Family,WB,6.4,7579
Collateral Beauty,2.231253166666667,2016,tt4682786,Drama,WB (NL),6.8,78764
Collateral Beauty,2.231253166666667,2016,tt4682786,Romance,WB (NL),6.8,78764
There Be Dragons,-0.8586021111111111,2011,tt1316616,Biography,Gold.,5.8,4326
There Be Dragons,-0.8586021111111111,2011,tt1316616,Drama,Gold.,5.8,4326
There Be Dragons,-0.8586021111111111,2011,tt1316616,War,Gold.,5.8,4326
It,28.283991914285714,2017,tt1396484,Horror,WB (NL),7.4,359123
It,28.283991914285714,2017,tt1396484,Thriller,WB (NL),7.4,359123
True Grit,11.100569514285715,2010,tt1403865,Adventure,Par.,7.6,284034
True Grit,11.100569514285715,2010,tt1403865,Drama,Par.,7.6,284034
True Grit,11.100569514285715,2010,tt1403865,Western,Par.,7.6,284034
Identity Thief,7.853385657142857,2013,tt2024432,Adventure,Uni.,5.7,115624
Identity Thief,7.853385657142857,2013,tt2024432,Comedy,Uni.,5.7,115624
Identity Thief,7.853385657142857,2013,tt2024432,Crime,Uni.,5.7,115624
Horrible Bosses,8.427318857142858,2011,tt1499658,Comedy,WB (NL),6.9,398695
Horrible Bosses,8.427318857142858,2011,tt1499658,Crime,WB (NL),6.9,398695
Trainwreck,6.181045628571429,2015,tt3152624,Comedy,Uni.,6.2,121860
Trainwreck,6.181045628571429,2015,tt3152624,Drama,Uni.,6.2,121860
Trainwreck,6.181045628571429,2015,tt3152624,Romance,Uni.,6.2,121860
Saving Mr. Banks,4.664636742857143,2013,tt2140373,Biography,BV,7.5,140678
Saving Mr. Banks,4.664636742857143,2013,tt2140373,Comedy,BV,7.5,140678
Saving Mr. Banks,4.664636742857143,2013,tt2140373,Drama,BV,7.5,140678
Secretariat,2.430736,2010,tt1028576,Biography,BV,7.2,24536
Secretariat,2.430736,2010,tt1028576,Drama,BV,7.2,24536
Secretariat,2.430736,2010,tt1028576,Family,BV,7.2,24536
Friends with Benefits,4.782818428571429,2011,tt1632708,Comedy,SGem,6.6,317338
Friends with Benefits,4.782818428571429,2011,tt1632708,Romance,SGem,6.6,317338
Neighbors 2: Sorority Rising,3.6885243142857145,2016,tt4438848,Comedy,Uni.,5.7,102793
Sicario: Day of the Soldado,2.5986013142857143,2018,tt5052474,Action,Sony,7.1,95650
Sicario: Day of the Soldado,2.5986013142857143,2018,tt5052474,Crime,Sony,7.1,95650
Sicario: Day of the Soldado,2.5986013142857143,2018,tt5052474,Drama,Sony,7.1,95650
Goosebumps 2: Haunted Halloween,2.9996799714285713,2018,tt5664636,Adventure,Sony,5.6,11459
Goosebumps 2: Haunted Halloween,2.9996799714285713,2018,tt5664636,Comedy,Sony,5.6,11459
Goosebumps 2: Haunted Halloween,2.9996799714285713,2018,tt5664636,Family,Sony,5.6,11459
12 Strong,2.3410883142857144,2018,tt1413492,Action,WB,6.6,50155
12 Strong,2.3410883142857144,2018,tt1413492,Drama,WB,6.6,50155
12 Strong,2.3410883142857144,2018,tt1413492,History,WB,6.6,50155
Something Borrowed,1.9751601428571428,2011,tt0491152,Comedy,WB,5.9,54314
Something Borrowed,1.9751601428571428,2011,tt0491152,Drama,WB,5.9,54314
Something Borrowed,1.9751601428571428,2011,tt0491152,Romance,WB,5.9,54314
In Time,4.790225257142857,2011,tt1637688,Action,Fox,6.7,346077
In Time,4.790225257142857,2011,tt1637688,Crime,Fox,6.7,346077
In Time,4.790225257142857,2011,tt1637688,Drama,Fox,6.7,346077
J. Edgar,2.4832017142857143,2011,tt1616195,Biography,WB,6.6,115925
J. Edgar,2.4832017142857143,2011,tt1616195,Crime,WB,6.6,115925
J. Edgar,2.4832017142857143,2011,tt1616195,Drama,WB,6.6,115925
Mile 22,1.9258251142857143,2018,tt4560436,Action,STX,6.1,47862
Mile 22,1.9258251142857143,2018,tt4560436,Adventure,STX,6.1,47862
Mile 22,1.9258251142857143,2018,tt4560436,Thriller,STX,6.1,47862
Hot Pursuit,1.2929060857142858,2015,tt2967224,Action,WB (NL),5.1,44723
Hot Pursuit,1.2929060857142858,2015,tt2967224,Comedy,WB (NL),5.1,44723
Hot Pursuit,1.2929060857142858,2015,tt2967224,Crime,WB (NL),5.1,44723
The Foreigner,4.005053342857143,2017,tt1615160,Action,STX,7.0,81288
The Foreigner,4.005053342857143,2017,tt1615160,Thriller,STX,7.0,81288
Adrift,1.5526343428571427,2018,tt6306064,Action,STX,6.6,34115
Adrift,1.5526343428571427,2018,tt6306064,Adventure,STX,6.6,34115
Adrift,1.5526343428571427,2018,tt6306064,Biography,STX,6.6,34115
Abduction,2.278157542857143,2011,tt1600195,Action,LGF,5.1,72552
Abduction,2.278157542857143,2011,tt1600195,Mystery,LGF,5.1,72552
Abduction,2.278157542857143,2011,tt1600195,Thriller,LGF,5.1,72552
Alex Cross,0.7518620285714286,2012,tt1712170,Action,LG/S,5.1,30951
Alex Cross,0.7518620285714286,2012,tt1712170,Crime,LG/S,5.1,30951
Alex Cross,0.7518620285714286,2012,tt1712170,Mystery,LG/S,5.1,30951
Whiskey Tango Foxtrot,0.3838308857142857,2016,tt3553442,Biography,Par.,6.6,46265
Whiskey Tango Foxtrot,0.3838308857142857,2016,tt3553442,Comedy,Par.,6.6,46265
Whiskey Tango Foxtrot,0.3838308857142857,2016,tt3553442,Drama,Par.,6.6,46265
Hitman: Agent 47,1.9900072285714285,2015,tt2679042,Action,Fox,5.7,80510
Hitman: Agent 47,1.9900072285714285,2015,tt2679042,Adventure,Fox,5.7,80510
Hitman: Agent 47,1.9900072285714285,2015,tt2679042,Crime,Fox,5.7,80510
Premium Rush,0.47624705714285714,2012,tt1547234,Action,Sony,6.5,105279
Premium Rush,0.47624705714285714,2012,tt1547234,Crime,Sony,6.5,105279
Premium Rush,0.47624705714285714,2012,tt1547234,Thriller,Sony,6.5,105279
Broken City,0.5480345428571428,2013,tt1235522,Crime,Fox,6.2,71704
Broken City,0.5480345428571428,2013,tt1235522,Drama,Fox,6.2,71704
